SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.68537,2.145,225.6,3.87089,2.145,225.6,4.11282,2.145,225.6,3.74992,2.145,225.6,3.87089,2.145,225.6,3.62896,2.145,225.6,8.58853,2.255,225.6,5.44344,2.145,225.6,2.66123,2.145,225.6,5.32247,2.145,225.6
5.5644,2.143,225.8,3.74992,2.143,225.8,3.99185,2.143,225.8,3.62896,2.143,225.8,3.74992,2.143,225.8,3.62896,2.143,225.8,8.46757,2.257,225.8,5.32247,2.143,225.8,2.54027,2.143,225.8,5.44344,2.143,225.8
5.44344,2.141,226,3.74992,2.141,226,3.99185,2.141,226,3.62896,2.141,226,3.87089,2.141,226,3.50799,2.141,226,8.7095,2.259,226,5.32247,2.141,226,2.66123,2.141,226,5.32247,2.141,226
5.32247,2.139,226.2,3.74992,2.139,226.2,3.74992,2.139,226.2,3.50799,2.139,226.2,3.62896,2.139,226.2,3.38703,2.139,226.2,8.58853,2.261,226.2,5.32247,2.139,226.2,2.54027,2.139,226.2,5.2015,2.139,226.2
5.32247,2.137,226.4,3.62896,2.137,226.4,3.87089,2.137,226.4,3.50799,2.137,226.4,3.62896,2.137,226.4,3.26606,2.137,226.4,8.7095,2.263,226.4,5.2015,2.137,226.4,2.4193,2.137,226.4,5.08054,2.137,226.4
5.2015,2.135,226.6,3.50799,2.135,226.6,3.62896,2.135,226.6,3.38703,2.135,226.6,3.50799,2.135,226.6,3.1451,2.135,226.6,8.58853,2.265,226.6,5.08054,2.135,226.6,2.54027,2.135,226.6,5.08054,2.135,226.6
5.08054,2.133,226.8,3.38703,2.133,226.8,3.62896,2.133,226.8,3.38703,2.133,226.8,3.26606,2.133,226.8,3.1451,2.133,226.8,8.58853,2.267,226.8,5.08054,2.133,226.8,2.4193,2.133,226.8,5.08054,2.133,226.8
4.95957,2.131,227,3.38703,2.131,227,3.50799,2.131,227,3.1451,2.131,227,3.38703,2.131,227,3.1451,2.131,227,8.7095,2.269,227,4.95957,2.131,227,2.4193,2.131,227,4.83861,2.131,227
4.83861,2.129,227.2,3.26606,2.129,227.2,3.38703,2.129,227.2,3.1451,2.129,227.2,3.26606,2.129,227.2,3.1451,2.129,227.2,8.7095,2.271,227.2,4.95957,2.129,227.2,2.54027,2.129,227.2,4.95957,2.129,227.2
4.71764,2.127,227.4,3.38703,2.127,227.4,3.50799,2.127,227.4,3.1451,2.127,227.4,3.26606,2.127,227.4,3.02413,2.127,227.4,8.58853,2.273,227.4,4.83861,2.127,227.4,2.29834,2.127,227.4,4.95957,2.127,227.4
4.71764,2.125,227.6,3.26606,2.125,227.6,3.38703,2.125,227.6,3.1451,2.125,227.6,3.1451,2.125,227.6,2.90317,2.125,227.6,8.7095,2.275,227.6,4.95957,2.125,227.6,2.29834,2.125,227.6,4.83861,2.125,227.6
4.59668,2.123,227.8,3.1451,2.123,227.8,3.26606,2.123,227.8,2.90317,2.123,227.8,3.02413,2.123,227.8,2.7822,2.123,227.8,8.7095,2.277,227.8,4.71764,2.123,227.8,2.17737,2.123,227.8,4.83861,2.123,227.8
4.59668,2.121,228,3.1451,2.121,228,3.1451,2.121,228,2.90317,2.121,228,2.90317,2.121,228,2.66123,2.121,228,8.83046,2.279,228,4.71764,2.121,228,2.29834,2.121,228,4.71764,2.121,228
4.59668,2.119,228.2,3.02413,2.119,228.2,3.1451,2.119,228.2,2.7822,2.119,228.2,2.90317,2.119,228.2,2.7822,2.119,228.2,8.83046,2.281,228.2,4.59668,2.119,228.2,2.17737,2.119,228.2,4.59668,2.119,228.2
4.23378,2.117,228.4,2.90317,2.117,228.4,3.02413,2.117,228.4,2.7822,2.117,228.4,2.7822,2.117,228.4,2.66123,2.117,228.4,8.83046,2.283,228.4,4.59668,2.117,228.4,2.17737,2.117,228.4,4.59668,2.117,228.4
4.23378,2.115,228.6,2.90317,2.115,228.6,3.02413,2.115,228.6,2.66123,2.115,228.6,2.7822,2.115,228.6,2.54027,2.115,228.6,8.83046,2.285,228.6,4.71764,2.115,228.6,2.05641,2.115,228.6,4.59668,2.115,228.6
4.11282,2.113,228.8,2.90317,2.113,228.8,2.7822,2.113,228.8,2.66123,2.113,228.8,2.7822,2.113,228.8,2.54027,2.113,228.8,8.95143,2.287,228.8,4.59668,2.113,228.8,2.05641,2.113,228.8,4.47571,2.113,228.8
4.23378,2.111,229,2.7822,2.111,229,2.7822,2.111,229,2.54027,2.111,229,2.54027,2.111,229,2.4193,2.111,229,8.95143,2.289,229,4.35475,2.111,229,2.05641,2.111,229,4.35475,2.111,229
4.11282,2.109,229.2,2.7822,2.109,229.2,2.66123,2.109,229.2,2.4193,2.109,229.2,2.4193,2.109,229.2,2.29834,2.109,229.2,8.95143,2.291,229.2,4.11282,2.109,229.2,2.05641,2.109,229.2,4.47571,2.109,229.2
3.99185,2.107,229.4,2.7822,2.107,229.4,2.66123,2.107,229.4,2.4193,2.107,229.4,2.4193,2.107,229.4,2.4193,2.107,229.4,8.95143,2.293,229.4,4.23378,2.107,229.4,1.93544,2.107,229.4,4.23378,2.107,229.4
3.87089,2.105,229.6,2.66123,2.105,229.6,2.54027,2.105,229.6,2.4193,2.105,229.6,2.29834,2.105,229.6,2.17737,2.105,229.6,8.95143,2.295,229.6,4.23378,2.105,229.6,1.93544,2.105,229.6,4.11282,2.105,229.6
3.74992,2.103,229.8,2.54027,2.103,229.8,2.54027,2.103,229.8,2.29834,2.103,229.8,2.29834,2.103,229.8,2.05641,2.103,229.8,8.95143,2.297,229.8,4.11282,2.103,229.8,1.93544,2.103,229.8,4.23378,2.103,229.8
3.74992,2.101,230,2.54027,2.101,230,2.54027,2.101,230,2.17737,2.101,230,2.29834,2.101,230,2.05641,2.101,230,8.95143,2.299,230,4.11282,2.101,230,1.93544,2.101,230,4.11282,2.101,230
3.62896,2.099,230.2,2.54027,2.099,230.2,2.4193,2.099,230.2,2.05641,2.099,230.2,2.17737,2.099,230.2,2.05641,2.099,230.2,8.95143,2.301,230.2,3.99185,2.099,230.2,1.81448,2.099,230.2,3.99185,2.099,230.2
3.50799,2.097,230.4,2.4193,2.097,230.4,2.29834,2.097,230.4,2.17737,2.097,230.4,2.17737,2.097,230.4,1.93544,2.097,230.4,8.95143,2.303,230.4,3.99185,2.097,230.4,1.81448,2.097,230.4,4.11282,2.097,230.4
3.50799,2.095,230.6,2.29834,2.095,230.6,2.17737,2.095,230.6,2.05641,2.095,230.6,1.93544,2.095,230.6,1.81448,2.095,230.6,9.07239,2.305,230.6,3.87089,2.095,230.6,1.81448,2.095,230.6,3.99185,2.095,230.6
3.50799,2.093,230.8,2.29834,2.093,230.8,2.05641,2.093,230.8,1.93544,2.093,230.8,2.05641,2.093,230.8,1.81448,2.093,230.8,9.07239,2.307,230.8,3.99185,2.093,230.8,1.81448,2.093,230.8,3.87089,2.093,230.8
3.38703,2.091,231,2.29834,2.091,231,2.05641,2.091,231,1.93544,2.091,231,1.93544,2.091,231,1.81448,2.091,231,9.07239,2.309,231,3.87089,2.091,231,1.69351,2.091,231,3.87089,2.091,231
3.26606,2.089,231.2,2.17737,2.089,231.2,2.05641,2.089,231.2,1.93544,2.089,231.2,1.93544,2.089,231.2,1.57255,2.089,231.2,9.19336,2.311,231.2,3.74992,2.089,231.2,1.69351,2.089,231.2,3.87089,2.089,231.2
3.1451,2.087,231.4,2.17737,2.087,231.4,1.93544,2.087,231.4,1.81448,2.087,231.4,1.81448,2.087,231.4,1.57255,2.087,231.4,9.19336,2.313,231.4,3.74992,2.087,231.4,1.69351,2.087,231.4,3.74992,2.087,231.4
3.1451,2.085,231.6,2.17737,2.085,231.6,1.93544,2.085,231.6,1.69351,2.085,231.6,1.81448,2.085,231.6,1.57255,2.085,231.6,9.07239,2.315,231.6,3.62896,2.085,231.6,1.57255,2.085,231.6,3.74992,2.085,231.6
2.90317,2.083,231.8,2.05641,2.083,231.8,1.81448,2.083,231.8,1.69351,2.083,231.8,1.69351,2.083,231.8,1.57255,2.083,231.8,9.19336,2.317,231.8,3.62896,2.083,231.8,1.57255,2.083,231.8,3.62896,2.083,231.8
3.02413,2.081,232,1.81448,2.081,232,1.69351,2.081,232,1.57255,2.081,232,1.69351,2.081,232,1.33062,2.081,232,9.19336,2.319,232,3.62896,2.081,232,1.57255,2.081,232,3.50799,2.081,232
3.02413,2.079,232.2,1.93544,2.079,232.2,1.69351,2.079,232.2,1.45158,2.079,232.2,1.45158,2.079,232.2,1.33062,2.079,232.2,9.19336,2.321,232.2,3.50799,2.079,232.2,1.57255,2.079,232.2,3.50799,2.079,232.2
2.7822,2.077,232.4,1.93544,2.077,232.4,1.57255,2.077,232.4,1.45158,2.077,232.4,1.45158,2.077,232.4,1.33062,2.077,232.4,9.31432,2.323,232.4,3.50799,2.077,232.4,1.45158,2.077,232.4,3.50799,2.077,232.4
2.90317,2.075,232.6,1.81448,2.075,232.6,1.45158,2.075,232.6,1.33062,2.075,232.6,1.45158,2.075,232.6,1.20965,2.075,232.6,9.31432,2.325,232.6,3.50799,2.075,232.6,1.45158,2.075,232.6,3.38703,2.075,232.6
2.7822,2.073,232.8,1.81448,2.073,232.8,1.45158,2.073,232.8,1.33062,2.073,232.8,1.33062,2.073,232.8,1.20965,2.073,232.8,9.19336,2.327,232.8,3.38703,2.073,232.8,1.45158,2.073,232.8,3.38703,2.073,232.8
2.66123,2.071,233,1.81448,2.071,233,1.45158,2.071,233,1.20965,2.071,233,1.33062,2.071,233,1.08869,2.071,233,9.31432,2.329,233,3.26606,2.071,233,1.45158,2.071,233,3.26606,2.071,233
2.66123,2.069,233.2,1.69351,2.069,233.2,1.20965,2.069,233.2,1.20965,2.069,233.2,1.33062,2.069,233.2,1.08869,2.069,233.2,9.31432,2.331,233.2,3.1451,2.069,233.2,1.45158,2.069,233.2,3.1451,2.069,233.2
2.4193,2.067,233.4,1.69351,2.067,233.4,1.20965,2.067,233.4,1.08869,2.067,233.4,1.20965,2.067,233.4,0.967722,2.067,233.4,9.31432,2.333,233.4,3.26606,2.067,233.4,1.33062,2.067,233.4,3.1451,2.067,233.4
2.4193,2.065,233.6,1.57255,2.065,233.6,1.20965,2.065,233.6,1.08869,2.065,233.6,1.20965,2.065,233.6,1.08869,2.065,233.6,9.31432,2.335,233.6,3.1451,2.065,233.6,1.20965,2.065,233.6,3.1451,2.065,233.6
2.29834,2.063,233.8,1.57255,2.063,233.8,1.20965,2.063,233.8,0.846757,2.063,233.8,0.967722,2.063,233.8,0.846757,2.063,233.8,9.31432,2.337,233.8,3.02413,2.063,233.8,1.33062,2.063,233.8,3.1451,2.063,233.8
2.29834,2.061,234,1.45158,2.061,234,1.08869,2.061,234,0.967722,2.061,234,1.08869,2.061,234,0.725791,2.061,234,9.43529,2.339,234,3.1451,2.061,234,1.20965,2.061,234,3.1451,2.061,234
2.29834,2.059,234.2,1.45158,2.059,234.2,0.967722,2.059,234.2,0.967722,2.059,234.2,0.967722,2.059,234.2,0.725791,2.059,234.2,9.55625,2.341,234.2,3.02413,2.059,234.2,1.20965,2.059,234.2,3.02413,2.059,234.2
2.17737,2.057,234.4,1.57255,2.057,234.4,0.967722,2.057,234.4,0.725791,2.057,234.4,0.846757,2.057,234.4,0.604826,2.057,234.4,9.43529,2.343,234.4,2.90317,2.057,234.4,1.20965,2.057,234.4,3.02413,2.057,234.4
2.17737,2.055,234.6,1.33062,2.055,234.6,0.846757,2.055,234.6,0.725791,2.055,234.6,0.725791,2.055,234.6,0.604826,2.055,234.6,9.43529,2.345,234.6,2.7822,2.055,234.6,1.08869,2.055,234.6,3.02413,2.055,234.6
1.93544,2.053,234.8,1.33062,2.053,234.8,0.725791,2.053,234.8,0.725791,2.053,234.8,0.846757,2.053,234.8,0.483861,2.053,234.8,9.55625,2.347,234.8,2.90317,2.053,234.8,1.20965,2.053,234.8,2.90317,2.053,234.8
1.93544,2.051,235,1.20965,2.051,235,0.725791,2.051,235,0.604826,2.051,235,0.725791,2.051,235,0.483861,2.051,235,9.43529,2.349,235,2.90317,2.051,235,1.08869,2.051,235,2.7822,2.051,235
1.81448,2.049,235.2,1.08869,2.049,235.2,0.725791,2.049,235.2,0.483861,2.049,235.2,0.604826,2.049,235.2,0.483861,2.049,235.2,9.55625,2.351,235.2,2.7822,2.049,235.2,1.08869,2.049,235.2,2.66123,2.049,235.2
1.81448,2.047,235.4,1.20965,2.047,235.4,0.604826,2.047,235.4,0.483861,2.047,235.4,0.604826,2.047,235.4,0.362896,2.047,235.4,9.55625,2.353,235.4,2.66123,2.047,235.4,0.967722,2.047,235.4,2.66123,2.047,235.4
1.69351,2.045,235.6,1.20965,2.045,235.6,0.604826,2.045,235.6,0.362896,2.045,235.6,0.483861,2.045,235.6,0.120965,2.045,235.6,9.55625,2.355,235.6,2.66123,2.045,235.6,0.967722,2.045,235.6,2.66123,2.045,235.6
1.69351,2.043,235.8,0.967722,2.043,235.8,0.604826,2.043,235.8,0.362896,2.043,235.8,0.483861,2.043,235.8,0.24193,2.043,235.8,9.55625,2.357,235.8,2.54027,2.043,235.8,0.967722,2.043,235.8,2.4193,2.043,235.8
1.57255,2.041,236,0.967722,2.041,236,0.362896,2.041,236,0.24193,2.041,236,0.362896,2.041,236,0.24193,2.041,236,9.55625,2.359,236,2.54027,2.041,236,0.967722,2.041,236,2.66123,2.041,236
1.45158,2.039,236.2,0.967722,2.039,236.2,0.362896,2.039,236.2,0.24193,2.039,236.2,0.24193,2.039,236.2,0.120965,2.039,236.2,9.67722,2.361,236.2,2.54027,2.039,236.2,0.967722,2.039,236.2,2.54027,2.039,236.2
1.45158,2.037,236.4,0.846757,2.037,236.4,0.24193,2.037,236.4,0.24193,2.037,236.4,0.362896,2.037,236.4,0.120965,2.037,236.4,9.67722,2.363,236.4,2.54027,2.037,236.4,0.846757,2.037,236.4,2.4193,2.037,236.4
1.45158,2.035,236.6,0.846757,2.035,236.6,0.120965,2.035,236.6,0.120965,2.035,236.6,0.24193,2.035,236.6,0,2.035,236.6,9.67722,2.365,236.6,2.4193,2.035,236.6,0.967722,2.035,236.6,2.29834,2.035,236.6
1.33062,2.033,236.8,0.725791,2.033,236.8,0.120965,2.033,236.8,0.120965,2.033,236.8,0.24193,2.033,236.8,0,2.033,236.8,9.67722,2.367,236.8,2.4193,2.033,236.8,0.846757,2.033,236.8,2.29834,2.033,236.8
1.33062,2.031,237,0.725791,2.031,237,0.120965,2.031,237,0,2.031,237,0.120965,2.031,237,0,2.031,237,9.67722,2.369,237,2.29834,2.031,237,0.846757,2.031,237,2.17737,2.031,237
1.20965,2.029,237.2,0.604826,2.029,237.2,0,2.029,237.2,0,2.029,237.2,0,2.029,237.2,0,2.029,237.2,9.79818,2.371,237.2,2.29834,2.029,237.2,0.725791,2.029,237.2,2.17737,2.029,237.2
1.20965,2.027,237.4,0.604826,2.027,237.4,0,2.027,237.4,-0.120965,2.027,237.4,0,2.027,237.4,-0.120965,2.027,237.4,9.67722,2.373,237.4,2.17737,2.027,237.4,0.725791,2.027,237.4,2.17737,2.027,237.4
0.967722,2.025,237.6,0.604826,2.025,237.6,0,2.025,237.6,0,2.025,237.6,0,2.025,237.6,-0.24193,2.025,237.6,9.79818,2.375,237.6,2.17737,2.025,237.6,0.725791,2.025,237.6,2.17737,2.025,237.6
0.967722,2.023,237.8,0.604826,2.023,237.8,0,2.023,237.8,-0.120965,2.023,237.8,0,2.023,237.8,-0.24193,2.023,237.8,9.79818,2.377,237.8,2.17737,2.023,237.8,0.725791,2.023,237.8,2.05641,2.023,237.8
0.967722,2.021,238,0.362896,2.021,238,0,2.021,238,-0.120965,2.021,238,-0.120965,2.021,238,-0.24193,2.021,238,9.79818,2.379,238,2.17737,2.021,238,0.725791,2.021,238,2.05641,2.021,238
0.967722,2.019,238.2,0.362896,2.019,238.2,-0.120965,2.019,238.2,-0.24193,2.019,238.2,0,2.019,238.2,-0.362896,2.019,238.2,9.91915,2.381,238.2,2.05641,2.019,238.2,0.604826,2.019,238.2,2.05641,2.019,238.2
0.846757,2.017,238.4,0.362896,2.017,238.4,-0.24193,2.017,238.4,-0.24193,2.017,238.4,-0.120965,2.017,238.4,-0.362896,2.017,238.4,9.79818,2.383,238.4,1.93544,2.017,238.4,0.604826,2.017,238.4,1.93544,2.017,238.4
0.846757,2.015,238.6,0.362896,2.015,238.6,-0.362896,2.015,238.6,-0.362896,2.015,238.6,-0.24193,2.015,238.6,-0.483861,2.015,238.6,9.79818,2.385,238.6,1.93544,2.015,238.6,0.725791,2.015,238.6,1.93544,2.015,238.6
0.725791,2.013,238.8,0.24193,2.013,238.8,-0.362896,2.013,238.8,-0.362896,2.013,238.8,-0.24193,2.013,238.8,-0.483861,2.013,238.8,9.91915,2.387,238.8,1.81448,2.013,238.8,0.604826,2.013,238.8,1.81448,2.013,238.8
0.604826,2.011,239,0.24193,2.011,239,-0.604826,2.011,239,-0.604826,2.011,239,-0.362896,2.011,239,-0.483861,2.011,239,9.91915,2.389,239,1.81448,2.011,239,0.483861,2.011,239,1.81448,2.011,239
0.483861,2.009,239.2,0.120965,2.009,239.2,-0.483861,2.009,239.2,-0.483861,2.009,239.2,-0.483861,2.009,239.2,-0.604826,2.009,239.2,10.0401,2.391,239.2,1.69351,2.009,239.2,0.362896,2.009,239.2,1.81448,2.009,239.2
0.483861,2.007,239.4,0.120965,2.007,239.4,-0.604826,2.007,239.4,-0.604826,2.007,239.4,-0.362896,2.007,239.4,-0.604826,2.007,239.4,9.91915,2.393,239.4,1.69351,2.007,239.4,0.483861,2.007,239.4,1.69351,2.007,239.4
0.362896,2.005,239.6,0.120965,2.005,239.6,-0.604826,2.005,239.6,-0.725791,2.005,239.6,-0.483861,2.005,239.6,-0.725791,2.005,239.6,9.91915,2.395,239.6,1.57255,2.005,239.6,0.483861,2.005,239.6,1.69351,2.005,239.6
0.24193,2.003,239.8,0.120965,2.003,239.8,-0.604826,2.003,239.8,-0.725791,2.003,239.8,-0.604826,2.003,239.8,-0.846757,2.003,239.8,10.1611,2.397,239.8,1.45158,2.003,239.8,0.483861,2.003,239.8,1.57255,2.003,239.8
0.120965,2.001,240,0,2.001,240,-0.846757,2.001,240,-0.725791,2.001,240,-0.604826,2.001,240,-0.846757,2.001,240,9.91915,2.399,240,1.57255,2.001,240,0.483861,2.001,240,1.45158,2.001,240
0.24193,1.999,240.2,0,1.999,240.2,-0.846757,1.999,240.2,-0.846757,1.999,240.2,-0.725791,1.999,240.2,-0.967722,1.999,240.2,10.0401,2.401,240.2,1.45158,1.999,240.2,0.483861,1.999,240.2,1.57255,1.999,240.2
0.120965,1.997,240.4,0,1.997,240.4,-0.846757,1.997,240.4,-0.967722,1.997,240.4,-0.725791,1.997,240.4,-0.967722,1.997,240.4,10.0401,2.403,240.4,1.45158,1.997,240.4,0.362896,1.997,240.4,1.45158,1.997,240.4
0,1.995,240.6,0,1.995,240.6,-0.967722,1.995,240.6,-0.967722,1.995,240.6,-0.846757,1.995,240.6,-0.967722,1.995,240.6,10.282,2.405,240.6,1.45158,1.995,240.6,0.362896,1.995,240.6,1.33062,1.995,240.6
0,1.993,240.8,-0.120965,1.993,240.8,-1.08869,1.993,240.8,-0.967722,1.993,240.8,-0.967722,1.993,240.8,-1.08869,1.993,240.8,10.0401,2.407,240.8,1.33062,1.993,240.8,0.362896,1.993,240.8,1.33062,1.993,240.8
0,1.991,241,-0.24193,1.991,241,-1.20965,1.991,241,-1.08869,1.991,241,-0.846757,1.991,241,-1.20965,1.991,241,10.1611,2.409,241,1.33062,1.991,241,0.24193,1.991,241,1.33062,1.991,241
-0.120965,1.989,241.2,-0.120965,1.989,241.2,-1.08869,1.989,241.2,-1.20965,1.989,241.2,-0.967722,1.989,241.2,-1.20965,1.989,241.2,10.282,2.411,241.2,1.20965,1.989,241.2,0.24193,1.989,241.2,1.33062,1.989,241.2
0,1.987,241.4,-0.24193,1.987,241.4,-1.08869,1.987,241.4,-1.20965,1.987,241.4,-1.08869,1.987,241.4,-1.20965,1.987,241.4,10.1611,2.413,241.4,1.20965,1.987,241.4,0.120965,1.987,241.4,1.20965,1.987,241.4
0,1.985,241.6,-0.24193,1.985,241.6,-1.20965,1.985,241.6,-1.20965,1.985,241.6,-1.08869,1.985,241.6,-1.20965,1.985,241.6,10.1611,2.415,241.6,1.08869,1.985,241.6,0.24193,1.985,241.6,1.20965,1.985,241.6
-0.120965,1.983,241.8,-0.362896,1.983,241.8,-1.20965,1.983,241.8,-1.33062,1.983,241.8,-1.20965,1.983,241.8,-1.45158,1.983,241.8,10.282,2.417,241.8,1.08869,1.983,241.8,0.24193,1.983,241.8,1.20965,1.983,241.8
-0.24193,1.981,242,-0.362896,1.981,242,-1.33062,1.981,242,-1.33062,1.981,242,-1.20965,1.981,242,-1.33062,1.981,242,10.1611,2.419,242,1.08869,1.981,242,0.120965,1.981,242,1.08869,1.981,242
-0.24193,1.979,242.2,-0.483861,1.979,242.2,-1.33062,1.979,242.2,-1.45158,1.979,242.2,-1.20965,1.979,242.2,-1.45158,1.979,242.2,10.282,2.421,242.2,0.967722,1.979,242.2,0.24193,1.979,242.2,0.967722,1.979,242.2
-0.483861,1.977,242.4,-0.483861,1.977,242.4,-1.45158,1.977,242.4,-1.45158,1.977,242.4,-1.33062,1.977,242.4,-1.57255,1.977,242.4,10.282,2.423,242.4,0.846757,1.977,242.4,0.24193,1.977,242.4,1.08869,1.977,242.4
-0.483861,1.975,242.6,-0.483861,1.975,242.6,-1.45158,1.975,242.6,-1.33062,1.975,242.6,-1.20965,1.975,242.6,-1.69351,1.975,242.6,10.282,2.425,242.6,0.846757,1.975,242.6,0.120965,1.975,242.6,0.967722,1.975,242.6
-0.483861,1.973,242.8,-0.483861,1.973,242.8,-1.57255,1.973,242.8,-1.45158,1.973,242.8,-1.33062,1.973,242.8,-1.57255,1.973,242.8,10.282,2.427,242.8,0.846757,1.973,242.8,0.120965,1.973,242.8,0.846757,1.973,242.8
-0.604826,1.971,243,-0.604826,1.971,243,-1.69351,1.971,243,-1.69351,1.971,243,-1.33062,1.971,243,-1.57255,1.971,243,10.282,2.429,243,0.967722,1.971,243,0.120965,1.971,243,0.846757,1.971,243
-0.725791,1.969,243.2,-0.846757,1.969,243.2,-1.69351,1.969,243.2,-1.69351,1.969,243.2,-1.57255,1.969,243.2,-1.81448,1.969,243.2,10.282,2.431,243.2,0.846757,1.969,243.2,0.120965,1.969,243.2,0.846757,1.969,243.2
-0.604826,1.967,243.4,-0.725791,1.967,243.4,-1.69351,1.967,243.4,-1.69351,1.967,243.4,-1.57255,1.967,243.4,-1.69351,1.967,243.4,10.282,2.433,243.4,0.725791,1.967,243.4,0,1.967,243.4,0.604826,1.967,243.4
-0.846757,1.965,243.6,-0.604826,1.965,243.6,-1.81448,1.965,243.6,-1.81448,1.965,243.6,-1.45158,1.965,243.6,-1.81448,1.965,243.6,10.403,2.435,243.6,0.725791,1.965,243.6,0,1.965,243.6,0.604826,1.965,243.6
-0.725791,1.963,243.8,-0.725791,1.963,243.8,-1.81448,1.963,243.8,-1.81448,1.963,243.8,-1.45158,1.963,243.8,-1.81448,1.963,243.8,10.403,2.437,243.8,0.604826,1.963,243.8,0,1.963,243.8,0.604826,1.963,243.8
-0.846757,1.961,244,-0.846757,1.961,244,-1.81448,1.961,244,-1.93544,1.961,244,-1.57255,1.961,244,-1.81448,1.961,244,10.524,2.439,244,0.483861,1.961,244,0,1.961,244,0.725791,1.961,244
-0.967722,1.959,244.2,-0.967722,1.959,244.2,-1.93544,1.959,244.2,-1.81448,1.959,244.2,-1.81448,1.959,244.2,-1.93544,1.959,244.2,10.524,2.441,244.2,0.483861,1.959,244.2,0,1.959,244.2,0.604826,1.959,244.2
-0.967722,1.957,244.4,-0.846757,1.957,244.4,-2.05641,1.957,244.4,-1.93544,1.957,244.4,-1.69351,1.957,244.4,-1.93544,1.957,244.4,10.403,2.443,244.4,0.483861,1.957,244.4,0,1.957,244.4,0.604826,1.957,244.4
-1.08869,1.955,244.6,-0.967722,1.955,244.6,-1.93544,1.955,244.6,-2.05641,1.955,244.6,-1.81448,1.955,244.6,-2.05641,1.955,244.6,10.524,2.445,244.6,0.483861,1.955,244.6,-0.120965,1.955,244.6,0.483861,1.955,244.6
-1.20965,1.953,244.8,-0.846757,1.953,244.8,-2.05641,1.953,244.8,-2.05641,1.953,244.8,-1.81448,1.953,244.8,-2.05641,1.953,244.8,10.403,2.447,244.8,0.362896,1.953,244.8,0,1.953,244.8,0.362896,1.953,244.8
-1.20965,1.951,245,-1.08869,1.951,245,-2.05641,1.951,245,-2.05641,1.951,245,-1.93544,1.951,245,-2.05641,1.951,245,10.403,2.449,245,0.483861,1.951,245,-0.120965,1.951,245,0.24193,1.951,245
-1.20965,1.949,245.2,-0.967722,1.949,245.2,-2.17737,1.949,245.2,-2.17737,1.949,245.2,-1.93544,1.949,245.2,-2.05641,1.949,245.2,10.524,2.451,245.2,0.362896,1.949,245.2,-0.120965,1.949,245.2,0.362896,1.949,245.2
-1.45158,1.947,245.4,-1.20965,1.947,245.4,-2.29834,1.947,245.4,-2.05641,1.947,245.4,-1.93544,1.947,245.4,-2.17737,1.947,245.4,10.524,2.453,245.4,0.24193,1.947,245.4,-0.24193,1.947,245.4,0.24193,1.947,245.4
-1.33062,1.945,245.6,-1.20965,1.945,245.6,-2.29834,1.945,245.6,-2.17737,1.945,245.6,-2.05641,1.945,245.6,-2.29834,1.945,245.6,10.6449,2.455,245.6,0.24193,1.945,245.6,-0.120965,1.945,245.6,0.120965,1.945,245.6
-1.45158,1.943,245.8,-1.33062,1.943,245.8,-2.29834,1.943,245.8,-2.29834,1.943,245.8,-2.05641,1.943,245.8,-2.29834,1.943,245.8,10.6449,2.457,245.8,0.120965,1.943,245.8,-0.120965,1.943,245.8,0.120965,1.943,245.8
-1.57255,1.941,246,-1.33062,1.941,246,-2.4193,1.941,246,-2.4193,1.941,246,-2.05641,1.941,246,-2.4193,1.941,246,10.6449,2.459,246,0.24193,1.941,246,-0.120965,1.941,246,0,1.941,246
-1.45158,1.939,246.2,-1.20965,1.939,246.2,-2.54027,1.939,246.2,-2.4193,1.939,246.2,-2.17737,1.939,246.2,-2.4193,1.939,246.2,10.6449,2.461,246.2,0.120965,1.939,246.2,-0.24193,1.939,246.2,0.120965,1.939,246.2
-1.57255,1.937,246.4,-1.33062,1.937,246.4,-2.4193,1.937,246.4,-2.4193,1.937,246.4,-2.29834,1.937,246.4,-2.54027,1.937,246.4,10.7659,2.463,246.4,0.120965,1.937,246.4,-0.362896,1.937,246.4,0,1.937,246.4
